transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T02604,NGO012,23675.46,3.99,328.86,0.1,False,14,1,Unusually slow bill verification for this NGO (329h)
T02605,NGO012,16759.18,1.02,40.07,0.01,False,11,0,
T02606,NGO012,12460.31,3.48,34.62,0.0,False,19,0,
T02607,NGO012,10521.91,10.04,34.5,0.02,False,18,0,
T02608,NGO012,21130.33,2.6,36.39,0.12,False,14,0,
T02609,NGO012,32373.33,7.4,31.08,0.02,False,9,0,
T02610,NGO012,15265.69,5.16,35.37,0.09,False,15,0,
T02611,NGO012,12097.51,1.81,38.56,0.05,False,11,0,
T02612,NGO012,17020.42,7.39,35.9,0.1,False,16,0,
T02613,NGO012,23143.07,9.81,37.62,0.04,False,15,0,
T02614,NGO012,26412.24,7.48,37.51,0.13,False,12,0,
T02615,NGO012,21232.13,7.86,38.79,0.02,False,7,0,
T02616,NGO012,21670.79,6.64,38.79,0.06,False,16,0,
T02617,NGO012,8790.17,1.37,36.13,0.06,False,12,0,
T02618,NGO012,20763.98,109.46,35.23,0.04,False,11,1,Donation sat unspent for 109 days before disbursement
T02619,NGO012,19163.5,7.87,36.18,0.07,False,16,0,
T02620,NGO012,45869.39,7.24,39.12,0.07,False,14,0,
T02621,NGO012,8771.1,7.69,41.4,0.08,False,16,0,
T02622,NGO012,13253.19,7.44,37.01,0.03,False,12,0,
T02623,NGO012,20953.88,8.08,33.06,0.09,False,14,0,
T02624,NGO012,15291.08,3.82,39.28,0.09,False,10,0,
T02625,NGO012,37505.97,6.57,31.18,0.07,False,14,0,
T02626,NGO012,38353.77,0.1,38.9,0.06,False,4,1,Disbursed within hours of donation arriving
T02627,NGO012,21429.67,7.44,34.87,0.05,False,13,0,
T02628,NGO012,11253.13,1.53,37.27,0.01,False,15,0,
T02629,NGO012,7899.36,5.74,36.37,0.08,False,11,0,
T02630,NGO012,22903.0,15.65,33.52,0.07,False,14,0,
T02631,NGO012,12273.45,8.33,29.24,0.0,False,9,0,
T02632,NGO012,19048.48,8.7,35.16,0.04,False,11,0,
T02633,NGO012,16381.44,8.38,32.51,0.1,False,11,0,
T02634,NGO012,11496.73,5.95,39.08,0.08,False,11,0,
T02635,NGO012,15311.06,4.93,38.32,0.1,False,13,0,
T02636,NGO012,14759.98,8.97,40.76,0.09,False,13,0,
T02637,NGO012,13618.93,7.76,39.8,0.0,False,12,0,
T02638,NGO012,19778.7,66.93,29.61,0.07,False,15,1,Donation sat unspent for 67 days before disbursement
T02639,NGO012,10372.12,4.95,33.84,0.02,False,8,0,
T02640,NGO012,16953.22,3.41,31.18,0.06,False,12,0,
T02641,NGO012,44227.36,3.18,35.44,0.01,False,8,0,
T02642,NGO012,38216.44,7.17,41.39,0.1,False,15,0,
T02643,NGO012,23566.54,2.61,37.09,0.07,False,7,0,
T02644,NGO012,8806.95,7.95,40.53,0.06,False,12,0,
T02645,NGO012,11510.48,7.94,38.68,0.04,False,13,0,
T02646,NGO012,11422.19,3.49,39.04,0.02,False,13,0,
T02647,NGO012,7826.69,11.54,37.07,0.06,False,12,0,
T02648,NGO012,16491.37,8.22,35.86,0.11,False,12,0,
T02649,NGO012,10486.5,9.65,33.65,0.04,False,12,0,
T02650,NGO012,13431.08,5.17,38.63,0.04,False,13,0,
T02651,NGO012,20568.89,5.95,35.68,0.09,False,11,0,
T02652,NGO012,22529.56,5.36,34.35,0.07,False,10,0,
T02653,NGO012,17247.84,10.96,36.81,0.04,False,17,0,
T02654,NGO012,20751.21,5.17,35.3,0.04,False,11,0,
T02655,NGO012,27303.91,9.28,41.66,0.06,False,12,0,
T02656,NGO012,25828.77,4.26,36.53,0.09,False,10,0,
T02657,NGO012,6963.63,8.33,37.91,0.07,False,13,0,
T02658,NGO012,37916.36,4.48,37.64,0.02,False,11,0,
T02659,NGO012,29609.95,9.97,33.51,0.04,False,13,0,
T02660,NGO012,26534.23,2.15,37.26,0.04,False,9,0,
T02661,NGO012,20645.92,5.16,31.51,0.14,False,13,0,
T02662,NGO012,17351.46,6.9,39.71,0.04,False,10,0,
T02663,NGO012,9057.6,8.38,41.98,0.06,False,16,0,
T02664,NGO012,14977.95,7.39,36.06,0.09,False,8,0,
T02665,NGO012,9077.01,5.8,36.98,0.04,False,14,0,
T02666,NGO012,25624.83,2.1,37.43,0.1,False,11,0,
T02667,NGO012,12552.35,8.06,38.24,0.06,False,13,0,
T02668,NGO012,9819.39,9.5,35.21,0.03,False,12,0,
T02669,NGO012,15417.82,4.44,33.48,0.07,False,17,0,
T02670,NGO012,29286.73,10.9,38.82,0.0,False,11,0,
T02671,NGO012,15826.25,7.09,33.86,0.0,False,13,0,
T02672,NGO012,10580.13,5.72,33.02,0.06,False,8,0,
T02673,NGO012,3391.57,5.13,38.91,0.02,False,15,0,
T02674,NGO012,30811.8,5.2,26.25,0.0,False,9,0,
T02675,NGO012,47035.65,6.86,33.6,0.09,False,7,0,
T02676,NGO012,8299.54,8.93,35.8,0.07,False,13,0,
T02677,NGO012,17033.59,6.81,36.47,0.03,False,12,0,
T02678,NGO012,18967.4,12.51,37.09,0.08,False,10,0,
T02679,NGO012,13782.48,7.75,32.87,0.01,False,10,0,
T02680,NGO012,14437.57,8.63,35.22,0.0,False,14,0,
T02681,NGO012,29167.87,1.47,36.84,0.03,False,19,0,
T02682,NGO012,36018.17,3.28,36.94,0.02,False,23,0,
T02683,NGO012,32175.2,7.28,33.83,0.07,False,11,0,
T02684,NGO012,26628.16,5.92,33.79,0.01,False,14,0,
T02685,NGO012,15340.55,6.09,35.57,0.12,False,12,0,
T02686,NGO012,22533.72,9.21,34.01,0.04,False,14,0,
T02687,NGO012,4102.61,5.88,36.2,0.07,False,19,0,
T02688,NGO012,13239.64,7.47,35.55,0.08,False,14,0,
T02689,NGO012,21077.5,6.13,33.44,0.04,False,5,0,
T02690,NGO012,18577.06,10.39,37.24,0.06,False,15,0,
T02691,NGO012,7537.35,4.25,36.3,0.8,False,15,1,NGO has unusually high pending/unverified disbursement ratio (80%)
T02692,NGO012,11358.85,3.12,36.81,0.0,False,18,0,
T02693,NGO012,17645.16,6.66,34.17,0.06,False,8,0,
T02694,NGO012,4877.27,2.55,37.45,0.05,False,18,0,
T02695,NGO012,11951.93,6.92,36.17,0.01,False,12,0,
T02696,NGO012,18044.84,2.64,33.41,0.04,False,13,0,
T02697,NGO012,14423.78,5.44,30.84,0.05,False,13,0,
T02698,NGO012,63184.95,8.39,38.03,0.05,False,14,0,
T02699,NGO012,12399.23,4.56,35.44,0.04,False,12,0,
T02700,NGO012,12935.49,2.58,37.31,0.04,False,11,0,
T02701,NGO012,11896.15,5.56,35.64,0.07,False,15,0,
T02702,NGO012,18436.93,4.92,34.33,0.03,False,13,0,
T02703,NGO012,6503.49,7.67,35.33,0.04,False,17,0,
T02704,NGO012,9697.02,4.49,37.26,0.1,False,11,0,
T02705,NGO012,33246.26,7.27,37.07,0.13,False,14,0,
T02706,NGO012,9764.5,6.15,37.53,0.03,False,11,0,
T02707,NGO012,7528.22,3.0,37.06,0.08,False,12,0,
T02708,NGO012,8405.36,3.86,34.71,0.1,False,13,0,
T02709,NGO012,24802.2,9.49,30.6,0.02,False,15,0,
T02710,NGO012,22601.75,6.06,37.38,0.07,False,14,0,
T02711,NGO012,16654.27,3.09,38.05,0.09,False,16,0,
T02712,NGO012,23632.58,2.76,41.0,0.06,False,13,0,
T02713,NGO012,17595.7,7.0,33.81,0.04,False,11,0,
T02714,NGO012,16309.21,8.16,32.67,0.0,False,13,0,
T02715,NGO012,19795.55,4.46,33.33,0.07,False,13,0,
T02716,NGO012,64055.45,6.05,33.32,0.04,False,15,0,
T02717,NGO012,13620.88,7.97,39.96,0.07,False,14,0,
T02718,NGO012,29830.35,4.04,37.92,0.04,False,13,0,
T02719,NGO012,32671.29,3.14,33.34,0.06,False,18,0,
T02720,NGO012,24445.22,5.43,34.95,0.03,False,11,0,
T02721,NGO012,24392.1,1.29,35.13,0.0,False,10,0,
T02722,NGO012,7453.7,6.53,34.17,0.05,False,11,0,
T02723,NGO012,15634.76,12.84,41.05,0.08,False,13,0,
T02724,NGO012,20561.93,3.95,35.07,0.05,False,10,0,
T02725,NGO012,3873.42,5.91,35.42,0.08,False,16,0,
T02726,NGO012,67123.33,4.71,37.53,0.05,False,6,0,
T02727,NGO012,20613.55,6.06,36.28,0.06,False,14,0,
T02728,NGO012,27375.29,6.67,34.08,0.04,False,12,0,
T02729,NGO012,8034.68,8.1,37.11,0.05,False,12,0,
T02730,NGO012,17593.83,7.47,36.91,0.04,False,14,0,
T02731,NGO012,22402.21,1.19,29.76,0.08,False,8,0,
T02732,NGO012,14786.68,4.76,40.72,0.1,False,18,0,
T02733,NGO012,18542.54,5.53,29.44,0.1,False,1,1,Disbursement created at unusual hour (1:00)
T02734,NGO012,14585.35,6.95,30.38,0.06,False,12,0,
T02735,NGO012,12729.04,6.09,31.53,0.05,False,16,0,
T02736,NGO012,14120.88,6.2,38.91,0.08,False,13,0,
T02737,NGO013,27664.44,11.02,39.98,0.12,False,16,0,
T02738,NGO013,12617.62,4.88,46.41,0.15,False,11,0,
T02739,NGO013,21618.97,9.21,37.35,0.12,False,13,0,
T02740,NGO013,10710.34,3.43,45.25,0.15,False,14,0,
T02741,NGO013,9182.0,3.01,43.24,0.18,False,13,0,
T02742,NGO013,6709.54,4.66,45.37,0.12,False,16,0,
T02743,NGO013,11172.35,0.25,39.74,0.14,False,13,0,
T02744,NGO013,22842.99,6.2,41.9,0.16,False,13,0,
T02745,NGO013,18528.37,3.23,40.15,0.07,False,10,0,
T02746,NGO013,6440.26,3.92,44.35,0.11,False,9,0,
T02747,NGO013,18792.46,8.23,39.59,0.11,False,11,0,
T02748,NGO013,6943.38,7.96,43.41,0.16,False,13,0,
T02749,NGO013,21315.91,3.6,45.18,0.14,False,15,0,
T02750,NGO013,7978.35,107.49,44.01,0.1,False,11,1,Donation sat unspent for 107 days before disbursement
T02751,NGO013,10207.9,3.14,41.28,0.15,False,10,0,
T02752,NGO013,20229.49,6.05,49.14,0.16,False,12,0,
T02753,NGO013,11389.06,4.89,43.32,0.18,False,9,0,
T02754,NGO013,21638.53,3.98,45.48,0.12,False,16,0,
T02755,NGO013,16819.94,4.49,40.33,0.08,False,7,0,
T02756,NGO013,31170.61,6.13,43.7,0.11,False,9,0,
T02757,NGO013,23774.44,6.49,41.33,0.17,False,12,0,
T02758,NGO013,32096.03,7.14,40.12,0.14,False,15,0,
T02759,NGO013,10177.01,5.17,45.81,0.12,False,3,1,Disbursement created at unusual hour (3:00)
T02760,NGO013,6255.2,0.84,41.05,0.13,False,14,0,
T02761,NGO013,21437.19,2.81,40.33,0.16,False,17,0,
T02762,NGO013,22003.11,5.75,41.34,0.13,False,17,0,
T02763,NGO013,11532.07,7.77,38.78,0.14,False,17,0,
T02764,NGO013,8357.4,2.34,43.96,0.11,False,17,0,
T02765,NGO013,13412.15,3.18,34.48,0.1,False,7,0,
T02766,NGO013,5307.96,7.78,39.68,0.07,False,16,0,
T02767,NGO013,15360.36,9.49,37.78,0.17,False,16,0,
T02768,NGO013,5595.05,1.44,38.9,0.14,False,20,0,
T02769,NGO013,23109.93,3.96,39.92,0.15,False,10,0,
T02770,NGO013,10538.85,6.86,41.21,0.15,False,14,0,
T02771,NGO013,24646.13,4.95,37.84,0.16,False,16,0,
T02772,NGO013,15452.65,9.75,44.28,0.14,False,11,0,
T02773,NGO013,20842.71,8.79,45.17,0.14,False,15,0,
T02774,NGO013,11248.95,5.26,46.06,0.13,False,10,0,
T02775,NGO013,20093.68,6.83,43.63,0.15,False,14,0,
T02776,NGO013,10214.8,6.9,43.55,0.13,False,10,0,
T02777,NGO013,13511.3,7.59,41.78,0.12,False,7,0,
T02778,NGO013,13935.41,7.82,42.98,0.15,False,10,0,
T02779,NGO013,8700.05,7.17,41.74,0.14,False,12,0,
T02780,NGO013,18343.91,6.2,44.32,0.11,False,11,0,
T02781,NGO013,34270.67,3.2,39.26,0.07,False,17,0,
T02782,NGO013,26638.96,6.74,36.22,0.17,False,13,0,
T02783,NGO013,15000.0,11.02,42.82,0.14,True,10,1,"Round-number amount, possible structuring"
T02784,NGO013,10425.94,3.39,45.94,0.14,False,9,0,
T02785,NGO013,15211.38,8.65,43.82,0.09,False,13,0,
T02786,NGO013,8956.24,8.0,48.8,0.19,False,13,0,
T02787,NGO013,4643.42,61.78,42.87,0.13,False,14,1,Donation sat unspent for 62 days before disbursement
T02788,NGO013,10520.55,5.03,44.12,0.16,False,11,0,
T02789,NGO013,30354.5,6.33,47.74,0.13,False,12,0,
T02790,NGO013,3975.52,6.2,41.63,0.11,False,17,0,
T02791,NGO013,21041.22,9.14,41.75,0.07,False,13,0,
T02792,NGO013,24804.66,4.91,39.7,0.13,False,14,0,
T02793,NGO013,28705.74,5.99,46.51,0.16,False,11,0,
T02794,NGO013,15587.91,8.62,43.12,0.1,False,13,0,
T02795,NGO013,15746.21,6.62,38.11,0.1,False,14,0,
T02796,NGO013,13049.48,8.77,46.22,0.1,False,17,0,
T02797,NGO013,26042.95,7.81,41.59,0.1,False,10,0,
T02798,NGO013,12280.62,1.56,42.31,0.2,False,10,0,
T02799,NGO013,14844.47,3.8,36.92,0.16,False,12,0,
T02800,NGO013,17923.86,5.25,38.77,0.12,False,5,0,
T02801,NGO013,18030.18,0.68,35.73,0.14,False,13,0,
T02802,NGO013,32657.32,1.64,39.29,0.16,False,13,0,
T02803,NGO013,25782.55,5.43,40.87,0.18,False,15,0,
T02804,NGO013,16980.11,4.74,36.93,0.11,False,13,0,
T02805,NGO013,14451.16,3.28,41.27,0.18,False,11,0,
T02806,NGO013,27752.06,7.09,43.33,0.15,False,13,0,
T02807,NGO013,3975.19,1.74,42.97,0.07,False,11,0,
T02808,NGO013,15837.13,7.25,40.74,0.18,False,14,0,
T02809,NGO013,9632.06,4.27,39.52,0.06,False,13,0,
T02810,NGO013,27285.06,6.12,46.82,0.14,False,9,0,
T02811,NGO013,19132.0,9.43,39.5,0.13,False,17,0,
T02812,NGO013,14643.53,7.42,45.01,0.14,False,10,0,
T02813,NGO013,10885.25,0.37,42.64,0.14,False,14,0,
T02814,NGO013,11269.52,6.02,38.38,0.11,False,15,0,
T02815,NGO013,6981.39,8.9,44.44,0.16,False,12,0,
T02816,NGO013,22660.55,7.78,48.98,0.14,False,7,0,
T02817,NGO013,18790.7,8.13,45.78,0.13,False,19,0,
T02818,NGO013,25000.0,3.13,40.65,0.13,True,18,1,"Round-number amount, possible structuring"
T02819,NGO013,13691.97,4.53,41.28,0.18,False,15,0,
T02820,NGO013,12533.13,6.3,40.43,0.1,False,9,0,
T02821,NGO013,12773.64,8.63,42.87,0.08,False,9,0,
T02822,NGO013,22469.01,9.63,46.19,0.11,False,18,0,
T02823,NGO013,24297.18,5.65,43.95,0.13,False,16,0,
T02824,NGO013,10846.53,10.09,45.08,0.13,False,10,0,
T02825,NGO013,24655.78,3.98,38.43,0.16,False,11,0,
T02826,NGO013,6488.62,6.64,42.83,0.09,False,10,0,
T02827,NGO013,7303.24,4.77,44.84,0.13,False,12,0,
T02828,NGO013,11640.28,2.48,40.3,0.13,False,12,0,
T02829,NGO013,23338.96,6.21,44.57,0.11,False,13,0,
T02830,NGO013,26586.65,2.94,43.3,0.15,False,3,0,
T02831,NGO013,5351.69,7.26,43.39,0.13,False,10,0,
T02832,NGO013,14269.02,2.91,36.85,0.08,False,11,0,
T02833,NGO013,17128.86,12.32,42.82,0.15,False,12,0,
T02834,NGO013,19391.61,6.44,196.1,0.14,False,17,1,Unusually slow bill verification for this NGO (196h)
T02835,NGO013,12165.6,4.22,42.78,0.2,False,12,0,
T02836,NGO013,19924.73,5.76,41.96,0.14,False,15,0,
T02837,NGO013,32449.59,3.17,48.66,0.13,False,14,0,
T02838,NGO013,16361.47,7.06,41.08,0.11,False,8,0,
T02839,NGO013,13877.9,7.65,42.64,0.13,False,11,0,
T02840,NGO013,19403.34,6.56,45.56,0.13,False,19,0,
T02841,NGO013,15888.85,4.48,42.62,0.13,False,11,0,
T02842,NGO013,5737.82,5.68,46.37,0.14,False,8,0,
T02843,NGO013,20498.06,2.97,45.26,0.12,False,15,0,
T02844,NGO013,7307.32,9.82,38.87,0.09,False,13,0,
T02845,NGO013,13143.99,9.61,37.13,0.15,False,9,0,
T02846,NGO013,30033.69,3.56,39.89,0.09,False,13,0,
T02847,NGO013,25362.27,2.99,42.44,0.14,False,11,0,
T02848,NGO013,34851.89,1.54,42.32,0.09,False,20,0,
T02849,NGO013,22103.36,6.18,45.26,0.14,False,11,0,
T02850,NGO013,5872.95,3.63,37.35,0.18,False,18,0,
T02851,NGO013,7771.4,2.74,38.76,0.14,False,12,0,
T02852,NGO013,15498.6,8.24,38.03,0.88,False,10,1,NGO has unusually high pending/unverified disbursement ratio (88%)
T02853,NGO013,7252.97,7.91,40.78,0.14,False,10,0,
T02854,NGO013,17495.64,6.84,40.54,0.15,False,17,0,
T02855,NGO013,11811.48,10.58,44.58,0.14,False,19,0,
T02856,NGO013,10935.48,12.39,36.6,0.09,False,14,0,
T02857,NGO013,10062.91,8.09,37.96,0.14,False,15,0,
T02858,NGO013,7239.15,3.05,45.06,0.13,False,10,0,
T02859,NGO013,7050.85,3.93,40.51,0.1,False,9,0,
T02860,NGO013,8443.62,5.05,45.06,0.13,False,13,0,
T02861,NGO013,13215.38,4.73,32.77,0.15,False,12,0,
T02862,NGO013,16785.53,9.41,37.34,0.17,False,12,0,
T02863,NGO013,13039.15,1.65,37.57,0.15,False,16,0,
T02864,NGO013,6018.06,5.92,38.23,0.16,False,11,0,
T02865,NGO013,13096.73,4.93,38.65,0.08,False,12,0,
T02866,NGO013,20426.52,9.06,41.76,0.17,False,16,0,
T02867,NGO013,12463.96,8.04,42.46,0.16,False,14,0,
T02868,NGO013,15941.55,3.74,44.43,0.16,False,13,0,
T02869,NGO013,18151.84,2.71,42.21,0.12,False,11,0,
T02870,NGO013,13673.56,2.17,41.32,0.13,False,11,0,
T02871,NGO013,6355.3,6.54,43.56,0.13,False,9,0,
T02872,NGO013,7490.66,5.84,43.39,0.09,False,19,0,
T02873,NGO013,25642.76,10.98,41.08,0.13,False,9,0,
T02874,NGO013,29689.19,6.19,41.95,0.2,False,6,0,
T02875,NGO013,20413.32,4.76,43.57,0.16,False,16,0,
T02876,NGO013,15346.49,2.65,39.63,0.1,False,12,0,
T02877,NGO013,26221.44,0.5,42.92,0.21,False,14,0,
T02878,NGO013,11139.38,12.94,41.06,0.14,False,19,0,
T02879,NGO013,21397.75,10.55,42.79,0.11,False,14,0,
T02880,NGO013,44382.79,4.65,41.27,0.16,False,12,0,
T02881,NGO013,15000.0,4.07,45.59,0.15,True,15,1,"Round-number amount, possible structuring"
T02882,NGO013,23840.37,2.71,37.93,0.12,False,2,1,Disbursement created at unusual hour (2:00)
T02883,NGO013,10023.83,0.73,35.81,0.09,False,17,0,
T02884,NGO013,16463.71,5.7,41.94,0.13,False,13,0,
T02885,NGO013,28983.72,6.44,45.91,0.15,False,11,0,
T02886,NGO013,12413.95,3.34,40.59,0.1,False,8,0,
T02887,NGO013,19187.47,11.67,44.46,0.14,False,8,0,
T02888,NGO013,12394.66,6.04,48.08,0.17,False,16,0,
T02889,NGO013,16761.95,4.0,43.21,0.1,False,0,1,Disbursement created at unusual hour (0:00)
T02890,NGO013,33676.08,6.62,45.34,0.15,False,9,0,
T02891,NGO013,11195.51,3.57,43.08,0.11,False,11,0,
T02892,NGO013,15111.27,0.24,43.68,0.1,False,10,0,
T02893,NGO013,22530.1,0.02,43.84,0.17,False,13,0,
T02894,NGO013,5875.08,12.1,44.18,0.16,False,10,0,
T02895,NGO013,13951.82,6.52,46.71,0.2,False,16,0,
T02896,NGO013,13460.61,113.49,42.04,0.15,False,13,1,Donation sat unspent for 113 days before disbursement
T02897,NGO013,7527.85,9.01,44.82,0.13,False,4,1,Disbursement created at unusual hour (4:00)
T02898,NGO013,19314.05,4.84,39.44,0.15,False,8,0,
T02899,NGO013,25381.33,8.76,38.76,0.13,False,15,0,
T02900,NGO013,10419.72,4.83,37.4,0.15,False,12,0,
T02901,NGO013,18913.95,8.99,44.01,0.14,False,17,0,
T02902,NGO013,23445.98,6.83,38.11,0.14,False,13,0,
T02903,NGO013,11519.11,2.15,36.97,0.14,False,15,0,
T02904,NGO013,4597.72,4.32,40.62,0.11,False,17,0,
T02905,NGO013,10709.28,6.04,41.07,0.15,False,12,0,
T02906,NGO013,28516.33,3.91,40.09,0.12,False,14,0,
T02907,NGO013,32270.55,3.67,37.69,0.09,False,13,0,
T02908,NGO013,11964.62,11.78,43.79,0.15,False,8,0,
T02909,NGO013,26582.41,9.33,39.35,0.17,False,10,0,
T02910,NGO013,24942.97,1.29,39.99,0.15,False,11,0,
T02911,NGO013,16188.55,2.97,38.28,0.13,False,11,0,
T02912,NGO013,31332.69,4.22,38.76,0.11,False,13,0,
T02913,NGO013,20586.85,4.32,42.02,0.12,False,8,0,
T02914,NGO013,18507.11,9.72,43.18,0.14,False,16,0,
T02915,NGO013,35847.63,8.28,41.93,0.07,False,13,0,
T02916,NGO013,16605.22,7.35,37.49,0.14,False,13,0,
T02917,NGO013,13663.4,8.28,46.29,0.14,False,10,0,
T02918,NGO013,7615.63,3.13,43.87,0.14,False,12,0,
T02919,NGO013,9487.8,7.59,40.91,0.11,False,8,0,
T02920,NGO013,23601.93,4.25,42.63,0.16,False,12,0,
T02921,NGO013,39738.89,4.66,43.82,0.16,False,12,0,
T02922,NGO013,30885.89,8.0,39.8,0.15,False,11,0,
T02923,NGO013,44782.19,8.75,43.73,0.12,False,6,0,
T02924,NGO013,33325.12,9.15,45.0,0.1,False,8,0,
T02925,NGO013,17627.68,6.73,36.9,0.1,False,16,0,
T02926,NGO013,16955.6,2.95,44.84,0.67,False,10,1,NGO has unusually high pending/unverified disbursement ratio (67%)
T02927,NGO013,47186.03,9.08,43.07,0.12,False,13,0,
T02928,NGO013,29907.22,7.44,43.86,0.12,False,13,0,
T02929,NGO013,7442.36,7.59,37.16,0.13,False,11,0,
T02930,NGO013,18441.44,2.41,43.59,0.13,False,13,0,
T02931,NGO013,11386.5,7.45,38.79,0.12,False,9,0,
T02932,NGO013,23436.82,13.28,40.13,0.15,False,18,0,
T02933,NGO013,37702.56,5.44,42.16,0.13,False,14,0,
T02934,NGO013,28803.31,119.86,38.59,0.1,False,15,1,Donation sat unspent for 120 days before disbursement
T02935,NGO013,10051.23,0.41,44.27,0.11,False,17,0,
T02936,NGO013,5000.0,4.95,38.89,0.14,True,10,1,"Round-number amount, possible structuring"
T02937,NGO013,10805.88,8.07,33.12,0.11,False,10,0,
T02938,NGO013,38170.56,5.22,36.47,0.15,False,0,1,Disbursement created at unusual hour (0:00)
T02939,NGO013,30000.0,11.28,44.55,0.18,True,10,1,"Round-number amount, possible structuring"
T02940,NGO013,24380.03,3.75,44.97,0.12,False,13,0,
T02941,NGO013,21955.13,11.04,47.49,0.13,False,11,0,
T02942,NGO013,15665.79,5.02,41.53,0.18,False,15,0,
T02943,NGO013,18692.79,5.96,36.13,0.16,False,9,0,
T02944,NGO013,20921.98,5.83,41.99,0.15,False,7,0,
T02945,NGO013,16690.12,11.85,47.52,0.13,False,9,0,
T02946,NGO013,35510.95,7.75,38.01,0.13,False,12,0,
T02947,NGO013,11678.58,8.27,47.08,0.21,False,8,0,
T02948,NGO013,12954.7,7.04,41.09,0.17,False,13,0,
T02949,NGO013,14788.17,6.43,39.99,0.18,False,9,0,
T02950,NGO013,15328.18,8.77,46.97,0.09,False,4,1,Disbursement created at unusual hour (4:00)
T02951,NGO013,10269.29,4.67,39.62,0.1,False,13,0,
T02952,NGO013,13191.43,6.6,39.18,0.12,False,12,0,
T02953,NGO013,18842.09,0.02,45.36,0.16,False,10,0,
T02954,NGO013,8761.64,3.59,46.68,0.13,False,5,0,
T02955,NGO013,15136.95,9.84,44.68,0.11,False,12,0,
T02956,NGO013,29932.52,6.14,39.62,0.09,False,15,0,
T02957,NGO013,17386.28,11.35,42.65,0.11,False,14,0,
T02958,NGO013,62169.19,6.81,41.75,0.1,False,13,0,
T02959,NGO013,20043.83,2.33,40.78,0.19,False,12,0,
T02960,NGO013,9820.4,9.12,43.68,0.21,False,16,0,
T02961,NGO013,9404.61,7.08,47.52,0.11,False,15,0,
T02962,NGO013,20534.55,9.72,44.26,0.09,False,13,0,
T02963,NGO013,44650.47,4.48,37.76,0.17,False,10,0,
T02964,NGO013,8372.35,1.44,43.31,0.12,False,18,0,
T02965,NGO013,17230.72,6.51,38.24,0.13,False,12,0,
T02966,NGO013,34796.1,3.07,44.8,0.08,False,12,0,
T02967,NGO013,29359.69,8.25,41.56,0.09,False,13,0,
T02968,NGO013,13431.15,3.97,45.31,0.14,False,15,0,
T02969,NGO013,24169.29,11.75,42.67,0.17,False,13,0,
T02970,NGO013,25911.71,6.77,43.47,0.13,False,10,0,
T02971,NGO013,31085.33,7.49,41.57,0.15,False,9,0,
T02972,NGO013,25148.74,8.47,42.63,0.12,False,10,0,
T02973,NGO013,14032.76,5.03,47.08,0.09,False,8,0,
T02974,NGO013,25080.23,5.41,43.99,0.19,False,11,0,
T02975,NGO013,7947.24,0.61,38.06,0.11,False,18,0,
T02976,NGO013,12882.68,4.28,45.56,0.18,False,12,0,
T02977,NGO013,54075.09,4.83,42.14,0.16,False,14,0,
T02978,NGO013,41910.79,9.12,35.74,0.7,False,17,1,NGO has unusually high pending/unverified disbursement ratio (70%)
T02979,NGO013,12682.13,1.94,39.83,0.16,False,13,0,
T02980,NGO013,9816.75,6.38,39.89,0.14,False,13,0,
T02981,NGO013,13278.96,2.72,46.51,0.15,False,17,0,
T02982,NGO013,26496.04,3.93,43.04,0.13,False,12,0,
T02983,NGO013,14733.42,1.3,42.21,0.16,False,10,0,
T02984,NGO013,9872.24,11.6,37.02,0.07,False,10,0,
T02985,NGO013,30447.04,8.9,44.36,0.11,False,11,0,
T02986,NGO013,10188.03,4.86,44.15,0.09,False,6,0,
T02987,NGO014,9883.93,80.52,27.01,0.32,False,16,1,Donation sat unspent for 81 days before disbursement
T02988,NGO014,12147.89,5.76,30.46,0.37,False,12,0,
T02989,NGO014,19639.32,7.2,31.05,0.29,False,10,0,
T02990,NGO014,4750.23,8.49,28.75,0.34,False,15,0,
T02991,NGO014,25090.7,10.59,32.49,0.33,False,12,0,
T02992,NGO014,26252.64,7.02,33.81,0.33,False,17,0,
T02993,NGO014,16774.76,4.79,28.87,0.32,False,7,0,
T02994,NGO014,5544.75,4.92,27.36,0.36,False,11,0,
T02995,NGO014,27747.88,9.0,27.0,0.33,False,16,0,
T02996,NGO014,6182.14,6.32,27.64,0.36,False,8,0,
T02997,NGO014,14797.8,8.44,24.88,0.35,False,12,0,
T02998,NGO014,15030.11,2.65,31.3,0.33,False,10,0,
T02999,NGO014,14172.47,0.66,30.44,0.36,False,17,0,
T03000,NGO014,17206.3,5.95,25.78,0.33,False,0,1,Disbursement created at unusual hour (0:00)
T03001,NGO014,18936.46,6.6,32.93,0.32,False,14,0,
T03002,NGO014,19043.41,5.08,34.21,0.29,False,8,0,
T03003,NGO014,12576.89,1.98,26.0,0.27,False,13,0,
T03004,NGO014,25000.0,10.79,30.38,0.33,True,11,1,"Round-number amount, possible structuring"
T03005,NGO014,5018.08,13.77,27.61,0.32,False,14,0,
T03006,NGO014,19748.78,8.55,27.43,0.34,False,11,0,
T03007,NGO014,21609.55,7.13,31.3,0.27,False,12,0,
T03008,NGO014,9589.11,7.15,27.06,0.32,False,14,0,
T03009,NGO014,20069.65,5.4,32.88,0.36,False,13,0,
T03010,NGO014,10501.66,10.62,32.76,0.32,False,16,0,
